,Bacteria,NP_Synthesis,Drug,Drug_dose (μg/disk),NP_concentration (μg/disk),NP size_avg (nm),shape,ZOI_NP,ZOI_drug_NP,ZOI_drug,kingdom,phylum,class,order,family,genus,species,gram,"avg_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,Drug_class,MaxAbsEStateIndex,MolWt,BCUT2D_MWHI,BCUT2D_MRHI,Ipc,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA11,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticRings,NumSaturatedRings,RingCount,MolLogP,fr_Al_OH,fr_Ar_N,fr_NH0,fr_allylic_oxid,fr_bicyclic,fr_ether
49,Staphylococcus aureus,green_synthesis from fungus  Aspergillus flavus,Ciprofloxacin,10.0,100.0,21.0,spherical,16.0,29.0,28.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Quinolines,14.607685185185183,331.34700000000004,19.142215575448983,5.932587448237474,672746.5705685621,11.38067233274289,0.0,5.428790391900541,0.0,5.969305287951849,9.184952231746642,0.0,0.0,0.0,24.974377382775238,43.80393423887614,11.204086992299825,22.55961649471647,0.0,31.078935354500782,39.933577617251544,0.0,10.077801322358383,0.0,5.817220841045895,0.0,10.902924932081056,0.0,24.293599804124977,25.93115605767717,12.263210640074686,6.06636706846161,9.467009378641833,0.0,16.43241047808012,0.0,12.6196285019594,0.15943609851348062,-1.755300643086537,3.07809812505249,3.290533509700176,2.9606282188163506,0.0,1.0,2.0,2.0,2.0,4.0,1.5833,0.0,1.0,2.0,0.0,1.0,0.0
50,Micrococcus luteus,green_synthesis from fungus  Aspergillus flavus,Ciprofloxacin,10.0,100.0,21.0,spherical,14.0,21.0,19.0,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,p,288.0,30,1,soil,Quinolines,14.607685185185183,331.34700000000004,19.142215575448983,5.932587448237474,672746.5705685621,11.38067233274289,0.0,5.428790391900541,0.0,5.969305287951849,9.184952231746642,0.0,0.0,0.0,24.974377382775238,43.80393423887614,11.204086992299825,22.55961649471647,0.0,31.078935354500782,39.933577617251544,0.0,10.077801322358383,0.0,5.817220841045895,0.0,10.902924932081056,0.0,24.293599804124977,25.93115605767717,12.263210640074686,6.06636706846161,9.467009378641833,0.0,16.43241047808012,0.0,12.6196285019594,0.15943609851348062,-1.755300643086537,3.07809812505249,3.290533509700176,2.9606282188163506,0.0,1.0,2.0,2.0,2.0,4.0,1.5833,0.0,1.0,2.0,0.0,1.0,0.0
51,Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,Ciprofloxacin,10.0,100.0,21.0,spherical,14.0,15.0,0.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa group,n,48.0,37,2,soil,Quinolines,14.607685185185183,331.34700000000004,19.142215575448983,5.932587448237474,672746.5705685621,11.38067233274289,0.0,5.428790391900541,0.0,5.969305287951849,9.184952231746642,0.0,0.0,0.0,24.974377382775238,43.80393423887614,11.204086992299825,22.55961649471647,0.0,31.078935354500782,39.933577617251544,0.0,10.077801322358383,0.0,5.817220841045895,0.0,10.902924932081056,0.0,24.293599804124977,25.93115605767717,12.263210640074686,6.06636706846161,9.467009378641833,0.0,16.43241047808012,0.0,12.6196285019594,0.15943609851348062,-1.755300643086537,3.07809812505249,3.290533509700176,2.9606282188163506,0.0,1.0,2.0,2.0,2.0,4.0,1.5833,0.0,1.0,2.0,0.0,1.0,0.0
52,Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,Ciprofloxacin,10.0,100.0,21.0,spherical,15.0,14.0,0.0,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,p,36.0,37,2,urine,Quinolines,14.607685185185183,331.34700000000004,19.142215575448983,5.932587448237474,672746.5705685621,11.38067233274289,0.0,5.428790391900541,0.0,5.969305287951849,9.184952231746642,0.0,0.0,0.0,24.974377382775238,43.80393423887614,11.204086992299825,22.55961649471647,0.0,31.078935354500782,39.933577617251544,0.0,10.077801322358383,0.0,5.817220841045895,0.0,10.902924932081056,0.0,24.293599804124977,25.93115605767717,12.263210640074686,6.06636706846161,9.467009378641833,0.0,16.43241047808012,0.0,12.6196285019594,0.15943609851348062,-1.755300643086537,3.07809812505249,3.290533509700176,2.9606282188163506,0.0,1.0,2.0,2.0,2.0,4.0,1.5833,0.0,1.0,2.0,0.0,1.0,0.0
53,Acinetobacter baumannii,green_synthesis from fungus  Aspergillus flavus,Ciprofloxacin,10.0,100.0,21.0,spherical,15.0,18.0,8.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,n,36.0,37,2,urine,Quinolines,14.607685185185183,331.34700000000004,19.142215575448983,5.932587448237474,672746.5705685621,11.38067233274289,0.0,5.428790391900541,0.0,5.969305287951849,9.184952231746642,0.0,0.0,0.0,24.974377382775238,43.80393423887614,11.204086992299825,22.55961649471647,0.0,31.078935354500782,39.933577617251544,0.0,10.077801322358383,0.0,5.817220841045895,0.0,10.902924932081056,0.0,24.293599804124977,25.93115605767717,12.263210640074686,6.06636706846161,9.467009378641833,0.0,16.43241047808012,0.0,12.6196285019594,0.15943609851348062,-1.755300643086537,3.07809812505249,3.290533509700176,2.9606282188163506,0.0,1.0,2.0,2.0,2.0,4.0,1.5833,0.0,1.0,2.0,0.0,1.0,0.0
54,Klebsiella pneumoniae,green_synthesis from fungus  Aspergillus flavus,Ciprofloxacin,10.0,100.0,21.0,spherical,14.0,35.0,22.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,n,48.0,30,2,respiratory tract,Quinolines,14.607685185185183,331.34700000000004,19.142215575448983,5.932587448237474,672746.5705685621,11.38067233274289,0.0,5.428790391900541,0.0,5.969305287951849,9.184952231746642,0.0,0.0,0.0,24.974377382775238,43.80393423887614,11.204086992299825,22.55961649471647,0.0,31.078935354500782,39.933577617251544,0.0,10.077801322358383,0.0,5.817220841045895,0.0,10.902924932081056,0.0,24.293599804124977,25.93115605767717,12.263210640074686,6.06636706846161,9.467009378641833,0.0,16.43241047808012,0.0,12.6196285019594,0.15943609851348062,-1.755300643086537,3.07809812505249,3.290533509700176,2.9606282188163506,0.0,1.0,2.0,2.0,2.0,4.0,1.5833,0.0,1.0,2.0,0.0,1.0,0.0
55,Bacillus spp.,green_synthesis from fungus  Aspergillus flavus,Ciprofloxacin,10.0,100.0,21.0,spherical,15.0,38.0,23.0,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified Bacillus,p,10.0,30,2,soil,Quinolines,14.607685185185183,331.34700000000004,19.142215575448983,5.932587448237474,672746.5705685621,11.38067233274289,0.0,5.428790391900541,0.0,5.969305287951849,9.184952231746642,0.0,0.0,0.0,24.974377382775238,43.80393423887614,11.204086992299825,22.55961649471647,0.0,31.078935354500782,39.933577617251544,0.0,10.077801322358383,0.0,5.817220841045895,0.0,10.902924932081056,0.0,24.293599804124977,25.93115605767717,12.263210640074686,6.06636706846161,9.467009378641833,0.0,16.43241047808012,0.0,12.6196285019594,0.15943609851348062,-1.755300643086537,3.07809812505249,3.290533509700176,2.9606282188163506,0.0,1.0,2.0,2.0,2.0,4.0,1.5833,0.0,1.0,2.0,0.0,1.0,0.0
150,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,penicillin G,10.0,10.0,22.5,spherical,,12.0,0.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Carboxylic acids and derivatives,12.26831884605694,334.39700000000005,32.16690614916108,8.013146257169778,129114.72313101777,17.45755447126466,0.0,11.814359458703011,0.0,5.969305287951849,4.794537184071822,0.0,11.761884949391115,30.33183534230805,19.410925891078243,4.747022453217559,6.4208216229260096,29.545549696045974,0.0,0.0,35.89528683400505,0.0,0.0,11.761884949391115,0.0,0.0,0.0,0.0,0.0,5.563451491696996,16.66179468024159,0.0,44.179309741689295,0.0,-0.5783058915140893,1.4237074305030653,11.789438746504457,0.8717091967960027,-1.5549260303422452,7.784420219356601,0.2021415186444946,3.6208405244813973,0.0,2.0,2.0,1.0,2.0,3.0,0.8607999999999998,0.0,0.0,1.0,0.0,1.0,0.0
151,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Amoxicillin,10.0,10.0,22.5,spherical,,14.0,7.5,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Lactams,12.347538895187707,365.4110000000001,32.16690631043884,8.013148748605687,291485.62989158236,29.248907133696527,0.0,11.814359458703011,0.0,5.969305287951849,4.794537184071822,0.0,11.761884949391115,12.13273413692322,31.54366002800146,4.747022453217559,0.0,29.545549696045974,5.733667477162185,0.0,29.828919765543436,5.749511833283905,0.0,11.761884949391115,0.0,0.0,0.0,0.0,5.563451491696996,0.0,40.927262954088036,13.847474399381248,0.0,5.733667477162185,-0.6481045711443436,1.3530174446832093,20.864004624308485,6.4092400741160676,-1.9379691177460066,3.205759785982547,0.0,3.533958493288469,0.0,2.0,2.0,1.0,2.0,3.0,0.023700000000000443,0.0,0.0,1.0,0.0,1.0,0.0
152,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Carbenicillin,100.0,10.0,22.5,spherical,,28.0,28.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Carboxylic acids and derivatives,12.510944507432605,378.4060000000001,32.16690638540494,8.013151070668542,472094.83745995833,17.45755447126466,5.917906046161393,11.814359458703011,0.0,11.938610575903699,4.794537184071822,0.0,11.761884949391115,30.33183534230805,19.410925891078243,4.747022453217559,0.0,35.51485498399782,0.0,0.0,35.89528683400505,0.0,0.0,11.761884949391115,0.0,0.0,0.0,0.0,5.563451491696996,0.0,28.794528817164814,32.046575604766076,0.0,0.0,-0.711044577266168,1.2859050873435793,20.776558698645605,0.3092091967960031,-5.1586934701885525,6.103543686644751,0.0,3.454279310489628,0.0,2.0,2.0,1.0,2.0,3.0,0.4864999999999999,0.0,0.0,1.0,0.0,1.0,0.0
153,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Cephalexin,30.0,10.0,22.5,spherical,,16.0,16.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Lactams,12.310561854371379,347.3960000000001,32.16663676633533,7.998327495054569,232419.89941069784,23.154593784320497,0.0,5.907179729351506,5.907179729351506,5.969305287951849,4.794537184071822,0.0,11.761884949391115,30.33183534230805,18.060293221456888,5.752853606746789,0.0,29.545549696045974,5.733667477162185,5.752853606746789,47.165430677130146,0.0,0.0,11.761884949391115,0.0,0.0,0.0,0.0,16.889409628513054,0.0,16.66179468024159,31.18920547353706,6.06636706846161,5.733667477162185,0.0,1.431943447131939,11.528112478342873,7.236305905460849,-1.4952518611005252,7.233170951615631,0.0,1.6916451982027378,0.0,2.0,2.0,1.0,1.0,3.0,0.4449000000000012,0.0,0.0,1.0,0.0,1.0,0.0
154,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Cefixime,5.0,10.0,22.5,spherical,,29.0,29.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Lactams,12.717799981103553,453.45800000000014,32.16668067238569,7.998465660559831,4078187.3425750975,22.806680950020997,10.843243482610035,6.606881964512918,11.814359458703011,11.938610575903699,14.573052889090853,0.0,23.098670827325854,17.81066851718292,5.573104530069267,11.132916377212704,0.0,57.6948843445426,5.15571272675054,18.09340304842189,34.99909039887186,0.0,5.131558479839333,23.098670827325854,0.0,0.0,0.0,0.0,11.325958136816055,16.236695608785215,23.21796782669091,0.0,0.0,10.84019487200289,0.0,2.296980501767763,25.032353731641315,5.477847834492441,-3.723218268928288,-1.0103039703535732,1.3780329589991456,2.7732838046470247,0.0,2.0,2.0,1.0,1.0,3.0,-0.5447999999999991,0.0,1.0,3.0,1.0,1.0,0.0
155,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Erythromycin,5.0,10.0,22.5,spherical,,14.0,10.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Organooxygen compounds,14.07322487429698,733.9370000000002,16.713665249155902,5.832879433381561,26903252120.26668,29.696194920593534,12.580053458670426,0.0,0.0,5.969305287951849,0.0,0.0,0.0,27.694948798762496,74.90023203227615,37.32617813183568,47.639839606870275,11.75255023431679,23.671624184645573,21.205141506631914,0.0,0.0,0.0,0.0,23.671624184645573,0.0,0.0,0.0,6.4208216229260096,0.0,27.881009140349406,41.54242319814374,25.918990895895483,28.421177722800294,37.053620667495466,0.0,57.610189695505454,-4.839054123328079,-4.976776577237158,-0.32375479730260404,-9.707663812251559,16.331179639911554,5.176381083672508,3.0,3.0,0.0,3.0,3.0,1.785600000000004,5.0,0.0,1.0,0.0,0.0,6.0
156,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Gentamicin,10.0,10.0,22.5,spherical,,25.0,25.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Aminoglycoside ,11.129477946271102,477.60300000000035,16.71320241000861,5.015798641482701,12965995.530690867,30.016916361976897,12.580053458670426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.205283233513654,18.12552248744388,24.794530010557143,0.0,17.201002431486554,20.702225929867296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,6.4208216229260096,0.0,13.971409182367815,13.971409182367815,36.148454246686754,23.720991550922037,0.0,38.34001374191151,17.507355870220174,0.0,-2.1118188855886944,-4.221864506384813,3.5225569882466115,3.492765240673166,2.0,3.0,0.0,3.0,3.0,-3.327499999999995,3.0,0.0,0.0,0.0,0.0,4.0
157,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Amikacin,30.0,10.0,22.5,spherical,,23.0,23.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Organooxygen compounds,12.578430739026395,585.6080000000002,16.72419482977286,5.803959385179921,351840389.6434164,67.14363026523132,12.580053458670426,5.907179729351506,0.0,0.0,0.0,0.0,0.0,0.0,19.386399651764595,12.586597235060536,18.69056362280884,5.907179729351506,22.93466990864874,19.696394776338067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.88212172384894,22.508987749652608,0.0,84.8515698880727,23.07815814323158,-0.8451654705857445,-3.4543834318598456,-19.819150484244457,-0.8984471332932249,0.0,2.0,3.0,0.0,3.0,3.0,-8.424200000000015,8.0,0.0,0.0,0.0,0.0,4.0
158,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Tetracycline,25.0,10.0,22.5,spherical,,25.0,25.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Tetracyclines,13.313695042831949,444.44000000000017,16.349699175563902,6.244441577254103,7541988.5274806805,22.840946106665523,11.384295757348628,5.783244946364939,5.907179729351506,0.0,0.0,0.0,0.0,12.13273413692322,39.06972134812962,17.408916622392056,17.206343131828646,17.473669622081385,17.56947956948497,14.09534396535438,51.990542992229706,5.749511833283905,0.0,0.0,11.835812092322787,0.0,0.0,0.0,0.0,0.0,44.11809210128031,0.0,0.0,5.733667477162185,0.0,0.0,55.036209694953385,-0.6537508730280199,-7.891260886171374,3.050557292176385,-0.1999820483749053,1.4026620895271686,3.062499607842321,0.0,3.0,1.0,0.0,4.0,-0.21439999999999837,4.0,0.0,1.0,0.0,3.0,0.0
159,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Co-trimoxazole,2.0,10.0,22.5,spherical,,36.0,36.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Phenol ethers,11.888543083900228,543.6060000000002,32.23327274152985,7.9232006565096755,200677900.48062998,11.57811019670947,17.31688644440284,11.6978511142704,10.023291153407584,0.0,13.401775505276145,4.9839785209472085,0.0,5.156663257125445,48.88539110215728,29.93487002938125,26.224876099350375,33.2947422647477,0.0,43.25248991977125,65.54856345311278,17.248535499851716,23.271451111340113,0.0,6.923737199690624,0.0,0.0,0.0,40.934853594170754,11.126902983393991,30.33183534230805,34.4499733951363,12.13273413692322,35.934686229860056,46.77175779127078,0.0,3.55404935122197,19.034991421550764,2.9079375501475986,11.086890747039554,2.1425385015117158,1.6746180887414654,1.0589257321896226,0.0,0.0,4.0,0.0,4.0,2.62362,0.0,3.0,3.0,0.0,0.0,3.0
160,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Clindamycin,300.0,10.0,22.5,spherical,,9.0,0.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Lincomycin,12.900963325144874,424.9910000000001,35.49574543187552,7.986428886294427,784871.9832588409,29.851863922562288,0.0,5.907179729351506,0.0,0.0,0.0,0.0,23.36282483962363,13.344558822616634,38.98672765789263,6.544756405912575,17.460769526501647,29.27000456897514,5.917906046161393,19.84819757210117,0.0,0.0,0.0,23.36282483962363,5.917906046161393,0.0,0.0,0.0,5.917906046161393,25.807221274690605,11.761884949391115,13.179506383202028,11.947581713527669,16.337802844032566,5.794234216260731,7.548110585943435,33.024404647343616,-0.7024930619758367,0.34972527641043216,-0.9336548878810798,-0.09796415605098963,4.739755500358751,1.9393446483404095,2.0,2.0,0.0,2.0,2.0,0.3895000000000004,3.0,0.0,1.0,0.0,0.0,1.0
161,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Nitrofurantoin,300.0,10.0,22.5,spherical,,25.0,25.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Azolidines,11.060776486520535,238.15899999999996,16.648453825113176,6.016341790736573,9165.91303810702,11.468067454730246,5.760247418874442,5.907179729351506,0.0,11.91529671419908,9.803449708026353,5.101407525739723,0.0,0.0,6.06636706846161,0.0,12.280967647996928,24.037077023085903,5.101407525739723,6.544756405912575,28.007299824563233,0.0,10.67871938593283,0.0,10.114318268765572,0.0,0.0,0.0,0.0,17.28988017195146,6.06636706846161,0.0,5.316788604006331,4.417150937053347,4.775271872637944,0.0,16.882178183001596,0.0,-0.7686812116822026,1.848024507642563,1.11625,-0.1824055964978586,0.0,1.0,1.0,1.0,1.0,2.0,0.07349999999999995,0.0,0.0,3.0,0.0,0.0,0.0
162,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Nalidixic acid,30.0,10.0,22.5,spherical,,25.0,25.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,Diazanaphthalenes,11.915192743764171,232.23899999999998,16.3662062455948,5.912009278466034,6765.606969891278,11.210628712464723,0.0,5.428790391900541,0.0,5.969305287951849,9.77851570501903,0.0,0.0,0.0,25.980208536304467,18.435527972374114,5.386224214464796,17.00270672318437,0.0,0.0,39.810284771054114,0.0,0.0,0.0,6.923737199690624,0.0,11.033401435232523,0.0,17.5781578411451,5.693927994848461,6.196843571613076,16.699833784714574,13.847474399381248,5.106527394840706,1.6737962962962962,0.0,9.310701215671454,0.6244241307634169,-1.2086342592592592,3.3273450491307637,1.3466666666666667,4.265968915343915,0.0,0.0,0.0,2.0,0.0,2.0,1.4230200000000002,0.0,2.0,2.0,0.0,1.0,0.0
163,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Vancomycin,30.0,10.0,22.5,spherical,,13.0,0.0,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,p,36.0,37,2,skin,carboxylic acids,16.017214138834966,1449.2710000000004,35.4967930759403,6.321583236316157,1.2011332476804883e+25,89.47659525090083,29.934857612799288,53.389796668079654,0.0,5.969305287951849,4.794537184071822,0.0,0.0,55.24845538523111,110.08498363408832,34.71646841886195,41.32274381956614,70.52144317387742,17.385241000485763,13.654553947190108,116.72529597596859,57.12299764966523,0.0,23.20187978046503,5.917906046161393,10.045266627482652,11.126902983393991,14.383611552215466,0.0,66.73003775307771,33.02788051898166,0.0,13.847474399381248,63.090392457589694,38.297719817048595,14.104060618953639,130.50687133113217,8.003711425926706,-15.9867848461044,-0.6786651744934149,-18.55014789207184,5.659418699136037,1.4723086925515987,7.0,7.0,5.0,2.0,12.0,0.10620000000000512,6.0,0.0,0.0,0.0,15.0,6.0
164,Escherichia coli,green_synthesis by Klebsiella pneumoniae,penicillin G,10.0,10.0,22.5,spherical,,12.0,8.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,n,84.0,37,2,urine,Carboxylic acids and derivatives,12.26831884605694,334.39700000000005,32.16690614916108,8.013146257169778,129114.72313101777,17.45755447126466,0.0,11.814359458703011,0.0,5.969305287951849,4.794537184071822,0.0,11.761884949391115,30.33183534230805,19.410925891078243,4.747022453217559,6.4208216229260096,29.545549696045974,0.0,0.0,35.89528683400505,0.0,0.0,11.761884949391115,0.0,0.0,0.0,0.0,0.0,5.563451491696996,16.66179468024159,0.0,44.179309741689295,0.0,-0.5783058915140893,1.4237074305030653,11.789438746504457,0.8717091967960027,-1.5549260303422452,7.784420219356601,0.2021415186444946,3.6208405244813973,0.0,2.0,2.0,1.0,2.0,3.0,0.8607999999999998,0.0,0.0,1.0,0.0,1.0,0.0
165,Escherichia coli,green_synthesis by Klebsiella pneumoniae,Amoxicillin,10.0,10.0,22.5,spherical,,12.0,10.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,n,84.0,37,2,urine,Lactams,12.347538895187707,365.4110000000001,32.16690631043884,8.013148748605687,291485.62989158236,29.248907133696527,0.0,11.814359458703011,0.0,5.969305287951849,4.794537184071822,0.0,11.761884949391115,12.13273413692322,31.54366002800146,4.747022453217559,0.0,29.545549696045974,5.733667477162185,0.0,29.828919765543436,5.749511833283905,0.0,11.761884949391115,0.0,0.0,0.0,0.0,5.563451491696996,0.0,40.927262954088036,13.847474399381248,0.0,5.733667477162185,-0.6481045711443436,1.3530174446832093,20.864004624308485,6.4092400741160676,-1.9379691177460066,3.205759785982547,0.0,3.533958493288469,0.0,2.0,2.0,1.0,2.0,3.0,0.023700000000000443,0.0,0.0,1.0,0.0,1.0,0.0
